kidflag,Race,FEMNUMBABES,FEMPARTS12,smartphone,census_region,rwrkst,AGEFSTSX,educat,inccat,marcat,agecat,LIFEPRTS,WRK12MOS,lifeprts_rc,femparts12_rc,lifeprts_rc_new,agecat_3,race_other,marcat_4,educat_3,inccat_2,region_south,indic1,indic2,indic
1,Black,4,1,1,South,0,14,1,1,2,3,6,0,6,1,6,1,0,0,0,0,1,0,0,0
1,Black,3,2,1,South,0,16,3,1,4,3,30,0,7,2,7,1,0,1,1,0,1,0,0,0
0,Black,0,1,1,South,1,16,1,2,4,2,13,12,7,1,7,0,0,1,0,1,1,0,0,0
1,Black,0,,1,South,0,,2,3,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
0,Black,0,3,1,South,1,14,2,1,4,2,20,9,7,3,7,0,0,1,0,0,1,0,0,0
1,Black,2,2,1,South,1,14,3,2,4,2,10,6,7,2,7,0,0,1,1,1,1,0,0,0
0,Black,3,2,1,South,1,15,3,1,2,3,6,12,6,2,6,1,0,0,1,0,1,0,0,0
0,Black,0,1,1,South,1,17,2,1,4,2,5,12,5,1,5,0,0,1,0,0,1,0,0,0
1,Black,2,0,0,South,0,15,2,1,2,3,5,8,5,0,5,1,0,0,0,0,1,0,0,0
1,Black,2,2,1,South,1,15,4,2,4,3,,3,,2,,1,0,1,0,1,1,0,0,0
0,Other,0,,1,South,0,,2,3,4,1,0,0,0,,0,0,1,1,0,0,1,0,0,0
1,Other,2,1,1,South,1,15,4,3,1,3,5,12,5,1,5,1,1,0,0,0,1,0,0,0
0,Black,0,4,1,South,1,14,3,3,4,2,24,12,7,4,7,0,0,1,1,0,1,0,0,0
1,Other,2,1,1,South,1,18,4,3,1,3,6,12,6,1,6,1,1,0,0,0,1,0,0,0
1,Other,1,1,1,South,0,14,2,2,1,2,6,2,6,1,6,0,1,0,0,1,1,0,0,0
1,Other,2,1,1,South,1,16,4,3,2,3,6,10,6,1,6,1,1,0,0,0,1,0,0,0
1,Other,0,,1,South,1,,1,3,4,1,0,7,0,,0,0,1,1,0,0,1,0,0,0
1,Other,1,1,1,South,1,19,4,2,1,3,1,12,1,1,1,1,1,0,0,1,1,0,0,0
1,Other,4,1,1,South,1,17,2,2,1,3,10,12,7,1,7,1,1,0,0,1,1,0,0,0
1,Black,3,0,0,South,1,17,4,1,1,3,5,0,5,0,5,1,0,0,0,0,1,0,0,0
1,Black,3,1,1,South,0,18,2,1,4,2,5,6,5,1,5,0,0,1,0,0,1,0,0,0
1,Black,2,2,1,South,0,15,1,1,4,2,20,3,7,2,7,0,0,1,0,0,1,0,0,0
1,Other,2,1,1,South,0,17,2,1,2,2,4,0,4,1,4,0,1,0,0,0,1,0,0,0
0,Other,0,0,0,South,1,19,2,2,4,2,1,12,1,0,1,0,1,1,0,1,1,0,0,0
1,Other,1,1,0,South,1,14,1,2,1,2,3,12,3,1,3,0,1,0,0,1,1,0,0,0
1,Other,1,2,1,South,1,16,3,2,2,3,6,3,6,2,6,1,1,0,1,1,1,0,0,0
1,Other,2,1,1,South,1,15,4,3,1,3,6,12,6,1,6,1,1,0,0,0,1,0,0,0
1,Black,2,1,1,South,1,12,2,1,2,3,15,4,7,1,7,1,0,0,0,0,1,0,0,0
0,Other,0,2,0,West,1,19,4,2,4,3,17,12,7,2,7,1,1,1,0,1,0,0,0,0
1,Other,2,1,1,West,0,19,4,2,1,2,3,0,3,1,3,0,1,0,0,1,0,0,0,0
0,Other,0,1,1,West,0,14,2,2,4,1,3,10,3,1,3,0,1,1,0,1,0,0,0,0
0,Other,0,4,1,West,1,15,4,1,4,2,12,6,7,4,7,0,1,1,0,0,0,0,0,0
0,Other,0,2,1,West,1,17,2,2,4,2,13,12,7,2,7,0,1,1,0,1,0,0,0,0
0,Other,0,0,0,West,1,19,4,3,3,3,6,12,6,0,6,1,1,0,0,0,0,0,0,0
1,Other,2,1,1,West,1,14,4,3,1,3,7,12,7,1,7,1,1,0,0,0,0,0,0,0
0,Other,0,1,1,West,1,23,4,3,1,3,2,12,2,1,2,1,1,0,0,0,0,0,0,0
1,Other,0,1,1,West,1,16,2,3,1,3,15,12,7,1,7,1,1,0,0,0,0,0,0,0
1,Other,1,1,1,West,0,17,4,2,1,3,8,0,7,1,7,1,1,0,0,1,0,0,0,0
1,Other,2,1,1,West,1,22,3,3,1,3,1,12,1,1,1,1,1,0,1,0,0,0,0,0
1,Other,2,1,1,West,1,22,4,2,1,3,1,0,1,1,1,1,1,0,0,1,0,0,0,0
1,Other,3,1,1,West,0,16,3,2,4,2,5,5,5,1,5,0,1,1,1,1,0,0,0,0
0,Other,0,1,1,West,1,18,2,2,4,2,8,12,7,1,7,0,1,1,0,1,0,0,0,0
1,Other,1,1,1,West,1,16,2,1,1,2,9,1,7,1,7,0,1,0,0,0,0,0,0,0
0,Other,0,1,1,West,1,15,3,2,3,2,2,12,2,1,2,0,1,0,1,1,0,0,0,0
0,Hisp,0,1,1,West,1,19,3,3,1,2,1,12,1,1,1,0,0,0,1,0,0,0,0,0
0,Other,2,1,1,West,1,16,3,2,1,3,4,12,4,1,4,1,1,0,1,1,0,0,0,0
1,Other,3,1,1,West,1,16,2,2,3,3,1,5,1,1,1,1,1,0,0,1,0,0,0,0
0,Other,0,0,1,West,0,13,1,1,4,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
0,Other,0,1,0,West,1,14,3,2,4,2,5,12,5,1,5,0,1,1,1,1,0,0,0,0
1,Other,0,,0,West,0,,1,2,4,1,0,0,0,,0,0,1,1,0,1,0,0,0,0
1,Other,2,2,0,West,0,16,3,1,4,2,3,0,3,2,3,0,1,1,1,0,0,0,0,0
1,Other,0,,0,West,0,,2,1,4,2,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,4,1,0,West,0,15,2,1,1,2,2,1,2,1,2,0,1,0,0,0,0,0,0,0
1,Other,1,0,1,West,0,17,3,1,4,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
1,Other,0,1,1,West,0,15,2,1,3,2,4,3,4,1,4,0,1,0,0,0,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,2,1,0,West,0,14,3,1,1,2,2,0,2,1,2,0,1,0,1,0,0,0,0,0
1,Other,0,1,0,West,0,14,4,1,4,3,12,4,7,1,7,1,1,1,0,0,0,0,0,0
0,Other,0,1,0,West,1,20,2,2,4,3,7,12,7,1,7,1,1,1,0,1,0,0,0,0
1,Other,3,1,0,West,1,12,2,3,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,Other,2,1,0,West,0,24,3,1,3,3,1,0,1,1,1,1,1,0,1,0,0,0,0,0
0,Other,2,1,0,West,1,16,2,2,3,3,3,6,3,1,3,1,1,0,0,1,0,0,0,0
1,Other,0,1,0,West,0,27,2,1,4,2,4,0,4,1,4,0,1,1,0,0,0,0,0,0
0,Other,2,0,0,West,1,17,2,1,4,3,1,12,1,0,1,1,1,1,0,0,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,3,1,0,West,0,12,1,1,2,3,5,12,5,1,5,1,1,0,0,0,0,0,0,0
1,Other,2,1,1,West,0,16,2,1,4,2,4,6,4,1,4,0,1,1,0,0,0,0,0,0
0,Other,1,1,0,West,1,26,2,2,4,3,3,9,3,1,3,1,1,1,0,1,0,0,0,0
1,Other,3,1,0,West,1,20,3,2,3,2,2,12,2,1,2,0,1,0,1,1,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
0,Other,3,1,0,West,0,23,3,3,3,3,2,0,2,1,2,1,1,0,1,0,0,0,0,0
0,Other,0,1,0,West,0,21,1,3,4,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1,Other,6,1,0,West,0,12,3,1,2,3,4,0,4,1,4,1,1,0,1,0,0,0,0,0
1,Other,2,0,0,West,0,15,4,1,2,3,3,0,3,0,3,1,1,0,0,0,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,4,0,0,West,0,18,2,1,4,3,2,2,2,0,2,1,1,1,0,0,0,0,0,0
1,Other,0,,0,West,0,,1,3,4,1,0,1,0,,0,0,1,1,0,0,0,0,0,0
1,Other,2,1,0,West,0,,3,1,3,2,1,3,1,1,1,0,1,0,1,0,0,0,0,0
1,Other,1,1,1,West,1,22,4,2,4,3,4,12,4,1,4,1,1,1,0,1,0,0,0,0
1,Other,1,1,1,West,1,15,3,2,4,3,7,10,7,1,7,1,1,1,1,1,0,0,0,0
1,Other,1,1,1,West,1,23,3,2,1,3,1,11,1,1,1,1,1,0,1,1,0,0,0,0
1,Other,0,,1,West,0,,1,3,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
0,Other,0,1,1,West,1,19,3,3,4,3,6,12,6,1,6,1,1,1,1,0,0,0,0,0
1,Other,3,1,0,West,0,27,1,1,4,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,3,1,0,West,0,20,1,1,4,3,3,0,3,1,3,1,1,1,0,0,0,0,0,0
0,Other,0,0,0,West,1,18,4,2,4,2,5,12,5,0,5,0,1,1,0,1,0,0,0,0
1,Other,0,,1,West,0,,2,2,4,1,0,0,0,,0,0,1,1,0,1,0,0,0,0
0,Other,0,0,0,West,1,20,4,2,4,2,1,12,1,0,1,0,1,1,0,1,0,0,0,0
0,Other,0,,0,West,0,,2,2,4,1,0,0,0,,0,0,1,1,0,1,0,0,0,0
1,Other,1,0,1,West,0,14,2,2,4,1,2,0,2,0,2,0,1,1,0,1,0,0,0,0
0,Other,0,1,0,West,1,17,1,2,4,3,9,12,7,1,7,1,1,1,0,1,0,0,0,0
1,Other,4,1,1,West,1,18,3,1,3,3,5,12,5,1,5,1,1,0,1,0,0,0,0,0
0,Other,0,1,1,West,1,18,3,1,4,2,3,1,3,1,3,0,1,1,1,0,0,0,0,0
1,Other,4,1,0,West,1,26,3,2,1,3,1,12,1,1,1,1,1,0,1,1,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,4,1,0,West,0,19,2,2,3,3,1,0,1,1,1,1,1,0,0,1,0,0,0,0
1,Other,1,1,0,West,1,16,3,2,3,3,5,12,5,1,5,1,1,0,1,1,0,0,0,0
0,Other,3,1,0,West,1,17,3,3,3,3,3,12,3,1,3,1,1,0,1,0,0,0,0,0
0,Other,0,2,0,West,0,17,3,2,4,2,2,0,2,2,2,0,1,1,1,1,0,0,0,0
1,Other,2,0,1,West,0,17,3,3,2,2,2,12,2,0,2,0,1,0,1,0,0,0,0,0
1,Other,0,,1,West,0,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,1,1,1,West,1,14,3,2,3,3,5,12,5,1,5,1,1,0,1,1,0,0,0,0
1,Other,2,0,1,West,1,18,4,3,4,3,4,8,4,0,4,1,1,1,0,0,0,0,0,0
0,Other,0,1,0,West,0,15,1,2,4,1,3,0,3,1,3,0,1,1,0,1,0,0,0,0
1,Other,3,1,1,West,1,17,4,2,3,3,4,12,4,1,4,1,1,0,0,1,0,0,0,0
1,Hisp,0,1,0,West,0,17,4,2,3,2,5,12,5,1,5,0,0,0,0,1,0,0,0,0
1,Other,2,1,1,West,0,14,3,3,2,3,20,12,7,1,7,1,1,0,1,0,0,0,0,0
0,Other,0,,0,West,0,,2,1,4,3,0,3,0,,0,1,1,1,0,0,0,0,0,0
1,Other,1,1,0,West,0,18,3,2,4,2,2,1,2,1,2,0,1,1,1,1,0,0,0,0
0,Other,0,,0,West,0,,2,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
0,Other,1,0,0,West,0,,2,1,4,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0
1,Other,0,,0,West,0,,2,3,4,2,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,3,1,0,West,0,17,2,2,1,3,3,12,3,1,3,1,1,0,0,1,0,0,0,0
1,Hisp,0,,1,West,1,,1,1,4,1,0,12,0,,0,0,0,1,0,0,0,0,0,0
1,Other,3,1,1,West,1,17,3,2,2,3,7,12,7,1,7,1,1,0,1,1,0,0,0,0
1,Other,3,1,1,West,1,17,4,2,1,3,15,8,7,1,7,1,1,0,0,1,0,0,0,0
1,Other,3,1,1,West,1,16,3,2,1,3,,12,,1,,1,1,0,1,1,0,0,0,0
1,Other,5,1,0,West,0,21,3,2,1,3,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1,Hisp,1,1,1,West,1,15,2,3,1,2,3,12,3,1,3,0,0,0,0,0,0,0,0,0
1,Hisp,2,0,0,West,1,16,2,1,2,2,3,12,3,0,3,0,0,0,0,0,0,0,0,0
1,Other,3,0,0,West,1,18,4,2,2,3,7,12,7,0,7,1,1,0,0,1,0,0,0,0
1,Other,3,1,1,West,0,12,3,2,1,3,50,0,7,1,7,1,1,0,1,1,0,0,0,0
1,Other,0,1,1,West,1,16,1,2,4,1,1,5,1,1,1,0,1,1,0,1,0,0,0,0
0,Other,2,1,1,West,0,15,2,1,1,3,4,0,4,1,4,1,1,0,0,0,0,0,0,0
1,Hisp,2,1,1,West,1,19,3,1,2,3,7,6,7,1,7,1,0,0,1,0,0,0,0,0
1,Other,4,1,1,West,0,17,3,2,1,3,8,0,7,1,7,1,1,0,1,1,0,0,0,0
1,Hisp,5,1,0,West,0,21,4,3,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1,Other,1,1,1,West,1,18,4,3,1,3,7,12,7,1,7,1,1,0,0,0,0,0,0,0
1,Other,0,1,1,West,1,17,3,3,1,2,6,3,6,1,6,0,1,0,1,0,0,0,0,0
1,Other,1,4,1,West,1,17,3,3,4,3,60,12,7,4,7,1,1,1,1,0,0,0,0,0
0,Other,0,2,1,West,1,17,3,1,2,2,6,12,6,2,6,0,1,0,1,0,0,0,0,0
0,Other,0,1,1,West,1,21,3,2,3,3,3,12,3,1,3,1,1,0,1,1,0,0,0,0
1,Other,0,1,1,West,0,18,3,1,4,1,1,6,1,1,1,0,1,1,1,0,0,0,0,0
1,Other,1,1,1,West,1,16,4,3,1,3,11,10,7,1,7,1,1,0,0,0,0,0,0,0
1,Hisp,2,1,1,West,1,18,3,1,1,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0
0,Other,0,1,1,West,1,20,4,3,3,3,4,12,4,1,4,1,1,0,0,0,0,0,0,0
0,Other,0,,1,West,0,,1,1,4,1,0,1,0,,0,0,1,1,0,0,0,0,0,0
0,Other,0,1,1,West,1,16,3,3,1,2,4,12,4,1,4,0,1,0,1,0,0,0,0,0
1,Other,0,1,0,West,1,15,3,2,3,3,5,11,5,1,5,1,1,0,1,1,0,0,0,0
1,Other,2,1,1,West,1,17,4,2,1,3,6,12,6,1,6,1,1,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,17,4,1,4,2,5,12,5,1,5,0,1,1,0,0,0,0,0,0
0,Other,0,1,1,West,1,25,4,2,1,2,1,12,1,1,1,0,1,0,0,1,0,0,0,0
1,Other,0,,1,West,0,,2,1,4,1,0,3,0,,0,0,1,1,0,0,0,0,0,0
0,Other,0,1,1,West,1,27,4,3,1,2,1,12,1,1,1,0,1,0,0,0,0,0,0,0
1,Other,4,1,1,West,0,16,2,2,1,3,9,0,7,1,7,1,1,0,0,1,0,0,0,0
0,Other,0,,1,West,1,,2,2,4,1,0,12,0,,0,0,1,1,0,1,0,0,0,0
0,Other,0,9,1,West,1,17,3,2,4,2,9,7,7,7,7,0,1,1,1,1,0,0,0,0
0,Other,0,2,1,West,0,16,3,3,4,2,6,12,6,2,6,0,1,1,1,0,0,0,0,0
1,Other,0,1,1,West,1,14,4,1,2,3,12,12,7,1,7,1,1,0,0,0,0,0,0,0
0,Other,0,2,1,West,0,12,3,1,4,2,27,4,7,2,7,0,1,1,1,0,0,0,0,0
1,Other,2,1,1,West,1,18,4,3,1,3,3,12,3,1,3,1,1,0,0,0,0,0,0,0
1,Other,3,1,1,West,1,16,4,3,1,3,10,9,7,1,7,1,1,0,0,0,0,0,0,0
1,Other,0,,1,West,1,,4,2,4,3,0,12,0,,0,1,1,1,0,1,0,0,0,0
1,Other,3,1,1,West,0,15,4,3,1,3,10,3,7,1,7,1,1,0,0,0,0,0,0,0
1,Black,2,1,1,West,1,17,4,2,3,3,4,12,4,1,4,1,0,0,0,1,0,0,0,0
1,Other,2,1,1,West,0,17,4,3,3,2,4,3,4,1,4,0,1,0,0,0,0,0,0,0
1,Other,1,1,1,West,1,14,2,2,3,3,12,12,7,1,7,1,1,0,0,1,0,0,0,0
1,Other,3,1,1,West,1,15,1,2,1,3,1,12,1,1,1,1,1,0,0,1,0,0,0,0
1,Other,3,1,1,West,1,18,3,2,3,3,5,12,5,1,5,1,1,0,1,1,0,0,0,0
1,Other,3,1,1,West,1,14,2,1,1,2,2,12,2,1,2,0,1,0,0,0,0,0,0,0
0,Other,0,0,1,West,1,19,4,3,4,2,1,5,1,0,1,0,1,1,0,0,0,0,0,0
1,Other,3,2,1,West,1,13,2,2,1,2,15,12,7,2,7,0,1,0,0,1,0,0,0,0
1,Other,0,2,1,West,0,17,3,3,4,3,10,10,7,2,7,1,1,1,1,0,0,0,0,0
0,Other,0,1,1,West,1,23,3,3,4,3,6,12,6,1,6,1,1,1,1,0,0,0,0,0
1,Other,1,1,1,West,1,20,3,3,3,3,4,4,4,1,4,1,1,0,1,0,0,0,0,0
1,Other,0,,0,West,1,,1,2,4,1,0,1,0,,0,0,1,1,0,1,0,0,0,0
0,Other,0,1,1,West,1,16,4,2,3,2,10,12,7,1,7,0,1,0,0,1,0,0,0,0
0,Other,0,3,1,West,0,14,1,2,4,1,5,2,5,3,5,0,1,1,0,1,0,0,0,0
0,Other,0,1,1,West,0,16,4,2,1,2,20,7,7,1,7,0,1,0,0,1,0,0,0,0
0,Other,0,,1,West,0,,4,1,4,2,0,10,0,,0,0,1,1,0,0,0,0,0,0
0,Other,0,1,1,West,1,18,4,2,3,2,13,12,7,1,7,0,1,0,0,1,0,0,0,0
1,Other,3,1,1,West,1,17,3,1,3,3,3,4,3,1,3,1,1,0,1,0,0,0,0,0
1,Hisp,3,1,1,West,1,12,3,2,1,3,4,12,4,1,4,1,0,0,1,1,0,0,0,0
0,Hisp,0,1,1,West,1,21,4,3,4,3,2,12,2,1,2,1,0,1,0,0,0,0,0,0
1,Hisp,1,1,1,West,1,15,3,2,3,2,14,12,7,1,7,0,0,0,1,1,0,0,0,0
0,Other,1,1,1,West,0,14,3,2,3,3,7,3,7,1,7,1,1,0,1,1,0,0,0,0
1,Other,2,1,1,West,1,16,2,2,3,3,5,12,5,1,5,1,1,0,0,1,0,0,0,0
1,Other,0,,1,West,0,,1,2,4,1,0,0,0,,0,0,1,1,0,1,0,0,0,0
0,Other,0,1,0,West,0,16,3,1,4,3,15,3,7,1,7,1,1,1,1,0,0,0,0,0
1,Hisp,3,0,1,West,1,18,2,1,2,3,4,12,4,0,4,1,0,0,0,0,0,0,0,0
1,Other,3,1,1,West,0,14,4,3,3,2,15,5,7,1,7,0,1,0,0,0,0,0,0,0
1,Other,2,1,1,West,0,27,3,1,1,3,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1,Other,2,1,0,West,1,18,4,3,1,3,10,12,7,1,7,1,1,0,0,0,0,0,0,0
0,Other,0,7,1,West,1,16,4,1,4,2,10,12,7,7,7,0,1,1,0,0,0,0,0,0
1,Other,1,1,1,West,0,17,3,3,1,3,2,0,2,1,2,1,1,0,1,0,0,0,0,0
1,Other,1,1,1,West,1,18,3,2,1,3,4,12,4,1,4,1,1,0,1,1,0,0,0,0
1,Other,2,1,1,West,0,12,3,2,2,3,20,0,7,1,7,1,1,0,1,1,0,0,0,0
0,Other,0,1,1,West,1,13,4,2,3,3,30,12,7,1,7,1,1,0,0,1,0,0,0,0
0,Other,0,,1,West,0,,1,2,4,1,0,0,0,,0,0,1,1,0,1,0,0,0,0
1,Other,1,1,1,West,0,24,4,2,1,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,19,4,3,1,2,2,12,2,1,2,0,1,0,0,0,0,0,0,0
1,Other,2,1,1,West,1,18,4,2,1,3,10,12,7,1,7,1,1,0,0,1,0,0,0,0
0,Other,0,1,1,West,0,16,3,1,4,2,5,12,5,1,5,0,1,1,1,0,0,0,0,0
0,Other,0,1,0,West,0,15,4,3,3,2,9,0,7,1,7,0,1,0,0,0,0,0,0,0
0,Other,0,1,1,West,0,17,4,3,3,2,7,0,7,1,7,0,1,0,0,0,0,0,0,0
1,Other,2,1,1,West,1,14,3,3,1,3,,12,,1,,1,1,0,1,0,0,0,0,0
0,Hisp,0,3,1,West,1,17,4,3,4,2,7,4,7,3,7,0,0,1,0,0,0,0,0,0
1,Other,2,1,1,West,0,15,4,2,1,3,32,0,7,1,7,1,1,0,0,1,0,0,0,0
0,Hisp,0,2,0,West,1,14,2,1,4,1,5,2,5,2,5,0,0,1,0,0,0,0,0,0
0,Other,0,1,1,West,0,20,4,1,4,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1,Other,0,3,1,West,1,25,3,2,4,3,10,12,7,3,7,1,1,1,1,1,0,0,0,0
1,Other,3,1,1,West,1,15,4,2,1,3,3,12,3,1,3,1,1,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,20,3,1,4,3,30,12,7,1,7,1,1,1,1,0,0,0,0,0
0,Other,0,,1,West,1,,3,3,4,2,0,6,0,,0,0,1,1,1,0,0,0,0,0
0,Other,0,0,1,West,1,22,4,1,4,3,2,8,2,0,2,1,1,1,0,0,0,0,0,0
0,Other,0,1,1,West,1,21,3,1,1,2,1,10,1,1,1,0,1,0,1,0,0,0,0,0
0,Other,1,1,1,West,1,19,3,3,3,3,4,12,4,1,4,1,1,0,1,0,0,0,0,0
1,Other,1,1,1,West,0,18,3,2,1,2,1,0,1,1,1,0,1,0,1,1,0,0,0,0
1,Hisp,2,1,1,West,0,19,2,3,3,3,2,0,2,1,2,1,0,0,0,0,0,0,0,0
0,Other,0,1,1,West,1,17,3,2,3,2,5,12,5,1,5,0,1,0,1,1,0,0,0,0
1,Hisp,4,1,1,West,1,19,2,2,3,3,1,12,1,1,1,1,0,0,0,1,0,0,0,0
0,Hisp,0,1,1,West,0,16,2,2,4,2,4,8,4,1,4,0,0,1,0,1,0,0,0,0
1,Other,0,1,1,West,1,19,4,3,3,3,10,12,7,1,7,1,1,0,0,0,0,0,0,0
0,Other,4,1,1,West,1,13,3,2,3,3,10,12,7,1,7,1,1,0,1,1,0,0,0,0
1,Hisp,4,1,1,West,1,25,1,1,1,3,1,9,1,1,1,1,0,0,0,0,0,0,0,0
1,Hisp,0,,1,West,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,0,0,0,0
0,Other,0,3,1,West,1,19,3,2,4,3,6,3,6,3,6,1,1,1,1,1,0,0,0,0
0,Other,1,2,1,West,1,14,2,1,2,3,8,12,7,2,7,1,1,0,0,0,0,0,0,0
1,Hisp,4,1,1,West,0,22,1,1,3,3,1,12,1,1,1,1,0,0,0,0,0,0,0,0
1,Other,0,2,1,West,1,16,2,1,3,1,4,8,4,2,4,0,1,0,0,0,0,0,0,0
1,Other,3,1,1,West,1,24,4,3,1,3,4,12,4,1,4,1,1,0,0,0,0,0,0,0
1,Other,0,,1,West,1,,1,1,4,1,0,0,0,,0,0,1,1,0,0,0,0,0,0
1,Other,2,1,1,West,1,14,4,3,3,2,12,12,7,1,7,0,1,0,0,0,0,0,0,0
1,Other,0,,1,West,1,,3,3,4,1,0,12,0,,0,0,1,1,1,0,0,0,0,0
0,Other,0,,1,West,0,,2,2,4,1,0,0,0,,0,0,1,1,0,1,0,0,0,0
0,Other,0,1,1,West,1,17,3,2,4,2,5,12,5,1,5,0,1,1,1,1,0,0,0,0
1,Other,0,,0,West,0,,1,1,4,1,0,12,0,,0,0,1,1,0,0,0,0,0,0
1,Other,4,1,1,West,1,23,4,3,2,3,4,12,4,1,4,1,1,0,0,0,0,0,0,0
0,Other,1,0,1,West,1,16,3,2,2,3,10,12,7,0,7,1,1,0,1,1,0,0,0,0
1,Other,2,1,1,West,0,20,4,2,1,3,4,6,4,1,4,1,1,0,0,1,0,0,0,0
1,Hisp,0,,1,West,1,,1,1,4,1,0,12,0,,0,0,0,1,0,0,0,0,0,0
1,Other,1,1,1,West,1,15,3,2,1,3,5,12,5,1,5,1,1,0,1,1,0,0,0,0
0,Hisp,0,1,1,West,1,20,4,2,1,3,5,12,5,1,5,1,0,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,22,4,2,1,2,1,6,1,1,1,0,1,0,0,1,0,0,0,0
1,Other,1,6,1,West,1,17,4,2,4,2,30,12,7,6,7,0,1,1,0,1,0,0,0,0
0,Other,0,1,1,West,1,15,3,1,4,2,8,11,7,1,7,0,1,1,1,0,0,0,0,0
0,Hisp,0,1,1,West,1,14,3,2,1,2,3,11,3,1,3,0,0,0,1,1,0,0,0,0
0,Other,0,1,1,West,1,17,4,1,4,2,7,12,7,1,7,0,1,1,0,0,0,0,0,0
0,Black,0,3,1,West,1,17,4,3,4,3,10,12,7,3,7,1,0,1,0,0,0,0,0,0
1,Other,0,,1,West,1,,3,1,4,1,0,6,0,,0,0,1,1,1,0,0,0,0,0
1,Other,2,1,1,West,1,13,4,3,1,3,18,12,7,1,7,1,1,0,0,0,0,0,0,0
1,Other,0,1,1,West,1,23,3,2,1,3,1,12,1,1,1,1,1,0,1,1,0,0,0,0
0,Other,0,2,1,West,1,13,4,2,3,3,100,10,7,2,7,1,1,0,0,1,0,0,0,0
1,Other,2,1,1,West,1,19,4,3,1,2,2,12,2,1,2,0,1,0,0,0,0,0,0,0
0,Black,0,1,1,West,1,16,4,2,1,3,6,12,6,1,6,1,0,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,15,4,3,2,3,35,12,7,1,7,1,1,0,0,0,0,0,0,0
0,Other,1,1,1,West,1,21,4,2,2,3,5,12,5,1,5,1,1,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,21,4,2,1,2,1,12,1,1,1,0,1,0,0,1,0,0,0,0
1,Hisp,3,1,1,West,1,15,1,2,3,2,4,12,4,1,4,0,0,0,0,1,0,0,0,0
0,Other,0,1,1,West,1,16,3,3,1,3,9,12,7,1,7,1,1,0,1,0,0,0,0,0
1,Hisp,2,1,1,West,1,17,4,3,1,3,20,12,7,1,7,1,0,0,0,0,0,0,0,0
1,Hisp,4,1,1,West,0,15,1,2,1,3,1,0,1,1,1,1,0,0,0,1,0,0,0,0
1,Hisp,0,1,1,West,1,20,4,2,4,2,1,12,1,1,1,0,0,1,0,1,0,0,0,0
1,Hisp,0,,1,West,1,,3,2,4,1,0,3,0,,0,0,0,1,1,1,0,0,0,0
1,Hisp,1,1,1,West,1,15,3,2,4,2,3,12,3,1,3,0,0,1,1,1,0,0,0,0
0,Hisp,0,,1,West,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,0,0,0,0
1,Hisp,0,,1,West,1,,1,1,4,1,0,12,0,,0,0,0,1,0,0,0,0,0,0
1,Hisp,2,1,1,West,1,19,2,2,1,3,1,12,1,1,1,1,0,0,0,1,0,0,0,0
1,Hisp,1,1,1,West,1,14,3,3,4,2,2,12,2,1,2,0,0,1,1,0,0,0,0,0
1,Hisp,3,1,1,West,0,14,3,2,4,2,7,7,7,1,7,0,0,1,1,1,0,0,0,0
